"Title";"Artist";"Cover";"Year";"Genre";"Rank"
"Ziggy Stardust";"David Bowie";"ZiggyStardustCover.jpg";"1972";"Pop";"040"
"Low";"David Bowie";"LowCover.jpg";"1977";"Pop";"378"
"Hunky Dory";"David Bowie";"HunkyDoryCover.jpg";"1971";"Pop";"466"
"Bringing it all back home";"Bob Dylan";"BringingItAllBackHomeCover.jpg";"1965";"Pop";"245"
